"peak_id","gene_short_name","distance"
"chr16_13158250_13158518","Ercc4",7632
"chr16_13158912_13160620","Ercc4",8294
"chr16_13246869_13247155","Mkl2",9325
"chr16_13255740_13257004","Mkl2",0
"chr16_13276127_13276687","Mkl2",0
"chr16_13281194_13281621","Mkl2",0
"chr16_13293389_13293888","Mkl2",0
"chr16_13294180_13294478","Mkl2",0
"chr16_13296756_13297241","Mkl2",0
"chr16_13298307_13298517","Mkl2",0
"chr16_13299148_13299368","Mkl2",0
"chr16_13306715_13307111","Mkl2",0
"chr16_13317745_13318129","Mkl2",0
"chr16_13323610_13324103","Mkl2",0
"chr16_13329988_13330631","Mkl2",0
"chr16_13331836_13332408","Mkl2",0
"chr16_13332741_13333081","Mkl2",0
"chr16_13336628_13337185","Mkl2",0
"chr16_13338098_13338419","Mkl2",0
"chr16_13350676_13351169","Mkl2",0
"chr16_13353910_13354234","Mkl2",0
"chr16_13357684_13358497","Mkl2",0
"chr16_13360187_13360574","Mkl2",0
"chr16_13366173_13366387","Mkl2",0
"chr16_13366988_13367808","Mkl2",0
"chr16_13371783_13372280","Mkl2",0
"chr16_13378155_13378397","Mkl2",0
"chr16_13379202_13379712","Mkl2",0
"chr16_13386385_13386835","Mkl2",0
"chr16_13387220_13387654","Mkl2",0
"chr16_13400103_13401079","Mkl2",0
"chr16_13409632_13410076","Mkl2",0
"chr16_13414113_13415021","Mkl2",0
"chr16_13416371_13416811","Mkl2",0
"chr16_13426625_13427997","Mkl2",9095
"chr16_13504850_13505353","2310015D24Rik",8777
"chr16_13521385_13521689","2310015D24Rik",277
"chr16_13530440_13530721","Parn",7242
"chr16_13532908_13533120","Parn",4843
"chr16_13536041_13536754","Parn",1209
"chr16_13538248_13539108","Parn",0
"chr16_13541927_13542152","Parn",0
"chr16_13552636_13552894","Parn",0
"chr16_13556872_13557435","Parn",0
"chr16_13565996_13566735","Parn",0
"chr16_13571845_13572103","Parn",0
"chr16_13579645_13580239","Parn",0
"chr16_13587477_13589246","Parn",0
"chr16_13602433_13602692","Parn",0
"chr16_13610805_13611677","Parn",0
"chr16_13645962_13646230","Parn",0
"chr16_13667430_13668302","Parn",0
"chr16_13671443_13672900","Bfar",0
"chr16_13729265_13729873","Pla2g10",0
"chr16_13733420_13734081","Pla2g10",2436
"chr16_13779853_13781491","Rrn3",0
"chr16_13817933_13819651","Ntan1",0
"chr16_13834261_13834615","Pdxdc1",0
"chr16_13834811_13835060","Pdxdc1",0
"chr16_13838228_13838518","Pdxdc1",0
"chr16_13839911_13840241","Pdxdc1",0
"chr16_13843063_13843388","Pdxdc1",0
"chr16_13866047_13866442","Pdxdc1",0
"chr16_13867865_13868076","Pdxdc1",0
"chr16_13874554_13875875","Pdxdc1",0
"chr16_13882907_13883726","Pdxdc1",0
"chr16_13884902_13885101","Pdxdc1",0
"chr16_13893739_13894496","Pdxdc1",0
"chr16_13902101_13903770","Mpv17l",0
"chr16_13934940_13935233","Mpv17l",0
"chr16_13940143_13941395","Mpv17l",0
"chr16_13946285_13946729","Mpv17l",0
"chr16_13966462_13967092","Gm26213",2255
"chr16_13968557_13969400","Gm26213",0
"chr16_13986241_13987458","2900011O08Rik",0
"chr16_14003914_14004569","2900011O08Rik",0
"chr16_14046286_14046604","2900011O08Rik",0
"chr16_14071621_14072111","2900011O08Rik",0
"chr16_14110989_14111212","Marf1",0
"chr16_14137849_14138291","Marf1",0
"chr16_14143270_14143778","Marf1",0
"chr16_14158804_14159722","Marf1",0
"chr16_14159842_14160053","Marf1",567
"chr16_14162550_14163746","Nde1",0
"chr16_14195456_14195726","Myh11",0
"chr16_14237139_14237621","Myh11",0
"chr16_14241588_14241956","Myh11",0
"chr16_14242093_14242822","Myh11",0
"chr16_14262496_14262754","Myh11",0
"chr16_14287450_14287736","Myh11",0
"chr16_14291014_14291767","Myh11",0
"chr16_14292390_14293152","Myh11",981
"chr16_14300040_14300244","Fopnl",0
"chr16_14303245_14304079","Fopnl",0
"chr16_14316580_14317857","Fopnl",0
"chr16_14319774_14319981","Fopnl",2398
"chr16_14360924_14362381","Abcc1",0
"chr16_14368176_14368670","Abcc1",0
"chr16_14372649_14373325","Abcc1",0
"chr16_14374355_14374781","Abcc1",0
"chr16_14377321_14377668","Abcc1",0
"chr16_14385442_14385785","Abcc1",0
"chr16_14422057_14422285","Abcc1",0
"chr16_14452779_14453835","Abcc1",0
"chr16_14701421_14701650","Snai2",4201
"chr16_14705171_14706357","Snai2",0
"chr16_14903319_14903721","Efcab1",2915
"chr16_14905428_14905767","Efcab1",869
"chr16_14906138_14906939","Efcab1",0
"chr16_14927708_14928282","Efcab1",1828
"chr16_14930774_14931198","Efcab1",4894
"chr16_15325466_15325697","Gm21897",6508
"chr16_15549937_15551082","Ube2v2",1594
"chr16_15593853_15594694","Ube2v2",0
"chr16_15613611_15613910","Mcm4",9986
"chr16_15636610_15638096","Mcm4",0
"chr16_15638530_15638831","Prkdc",0
"chr16_15654201_15654472","Prkdc",0
"chr16_15655651_15655903","Prkdc",0
"chr16_15702597_15703360","Prkdc",0
"chr16_15709083_15710204","Prkdc",0
"chr16_15838511_15838743","Prkdc",0
"chr16_15862072_15863688","Mzt2",0
"chr16_15886577_15888224","Spidr",1002
"chr16_15888494_15888748","Spidr",478
"chr16_15888871_15889243","Spidr",0
"chr16_15897600_15898222","Spidr",0
"chr16_15902840_15903071","Spidr",0
"chr16_15909341_15909664","Spidr",0
"chr16_15941935_15942177","Spidr",0
"chr16_15942565_15942789","Spidr",0
"chr16_15947668_15948842","Spidr",0
"chr16_15956365_15956708","Spidr",0
"chr16_15958136_15959244","Spidr",0
"chr16_15983960_15985222","Spidr",0
"chr16_15990694_15990995","Spidr",0
"chr16_15992038_15992376","Spidr",0
"chr16_16002770_16003166","Spidr",0
"chr16_16003871_16004070","Spidr",0
"chr16_16036098_16036493","Spidr",0
"chr16_16072158_16072920","Spidr",0
"chr16_16073169_16073681","Spidr",0
"chr16_16101797_16102129","Spidr",0
"chr16_16103156_16103443","Spidr",0
"chr16_16104109_16104630","Spidr",0
"chr16_16146049_16147122","Spidr",0
"chr16_16207976_16208214","Pkp2",5103
"chr16_16209417_16210029","Pkp2",3288
"chr16_16212747_16213762","Pkp2",0
"chr16_16214003_16214381","Pkp2",0
"chr16_16217016_16217233","Pkp2",0
"chr16_16224054_16224995","Pkp2",0
"chr16_16229731_16230012","Pkp2",0
"chr16_16244642_16244976","Pkp2",0
"chr16_16250324_16250824","Pkp2",0
"chr16_16261405_16261921","Pkp2",0
"chr16_16262423_16262889","Pkp2",0
"chr16_16302331_16303862","Yars2",0
"chr16_16330317_16330605","Dnm1l",0
"chr16_16358007_16359259","Dnm1l",0
"chr16_16367200_16367517","Dnm1l",8169
"chr16_16427687_16428035","Fgd4",0
"chr16_16526527_16527027","Fgd4",0
"chr16_16527164_16527532","Fgd4",0
"chr16_16542850_16543452","Fgd4",0
"chr16_16559227_16560477","Fgd4",0
"chr16_16566713_16567072","Fgd4",0
"chr16_16584507_16584949","Fgd4",0
"chr16_16599058_16600433","Fgd4",0
"chr16_16828445_16829605","Spag6",0
"chr16_16854703_16855119","Igll1",5551
"chr16_16865850_16866500","Igll1",1864
"chr16_16870218_16871327","Top3b",0
"chr16_16895940_16897196","Ppm1f",0
"chr16_16907725_16908908","Ppm1f",0
"chr16_16911640_16912252","Ppm1f",0
"chr16_16920937_16921214","Ppm1f",0
"chr16_16922515_16923554","Ppm1f",0
"chr16_16982730_16984183","Mapk1",0
"chr16_16989973_16990495","Mapk1",0
"chr16_16992336_16992556","Mapk1",0
"chr16_17000346_17001748","Mapk1",0
"chr16_17012196_17012960","Mapk1",0
"chr16_17017887_17018362","Mapk1",0
"chr16_17024424_17024717","Mapk1",0
"chr16_17069285_17070495","Ypel1",0
"chr16_17078089_17078383","Ypel1",0
"chr16_17085071_17086181","Ypel1",0
"chr16_17086312_17086556","Ppil2",0
"chr16_17096443_17097112","Ppil2",0
"chr16_17110364_17111588","Ppil2",0
"chr16_17124023_17125498","2610318N02Rik",0
"chr16_17131450_17133151","Sdf2l1",0
"chr16_17144309_17144605","Ccdc116",0
"chr16_17146650_17148244","Ydjc",0
"chr16_17167290_17167624","Ube2l3",0
"chr16_17167988_17168409","Ube2l3",0
"chr16_17168684_17168895","Ube2l3",0
"chr16_17190450_17191063","Ube2l3",0
"chr16_17200204_17201654","Ube2l3",0
"chr16_17208332_17210473","Rimbp3",0
"chr16_17222126_17222474","Rimbp3",8204
"chr16_17225494_17225904","Hic2",7667
"chr16_17232873_17234766","Hic2",0
"chr16_17235124_17235790","Hic2",0
"chr16_17247287_17248115","Hic2",0
"chr16_17251354_17251796","Hic2",0
"chr16_17257193_17257856","Hic2",0
"chr16_17267907_17268318","Hic2",4476
"chr16_17276043_17278131","Tmem191c",0
"chr16_17282805_17283502","Tmem191c",0
"chr16_17292537_17293365","Pi4ka",0
"chr16_17321212_17321748","Pi4ka",0
"chr16_17329596_17330223","Pi4ka",0
"chr16_17330978_17331376","Serpind1",0
"chr16_17345070_17345885","Pi4ka",0
"chr16_17405025_17406400","Snap29",0
"chr16_17406624_17406858","Snap29",0
"chr16_17432460_17432881","Snap29",1633
"chr16_17451108_17452724","Crkl",0
"chr16_17460355_17460563","Crkl",0
"chr16_17474003_17474406","Crkl",0
"chr16_17474714_17475083","Crkl",0
"chr16_17476534_17476830","Crkl",0
"chr16_17486461_17486797","Crkl",205
"chr16_17488855_17490119","Aifm3",0
"chr16_17496483_17496894","Aifm3",0
"chr16_17502975_17503319","Aifm3",0
"chr16_17508210_17509650","Lztr1",0
"chr16_17510111_17510417","Lztr1",0
"chr16_17530079_17531409","Thap7",0
"chr16_17532267_17532600","Thap7",1130
"chr16_17532932_17533210","Thap7",1795
"chr16_17542506_17543072","Lrrc74b",1392
"chr16_17553616_17554653","Lrrc74b",0
"chr16_17558816_17559118","Lrrc74b",0
"chr16_17560881_17562139","P2rx6",0
"chr16_17575666_17577031","Slc7a4",0
"chr16_17582993_17583360","P2rx6",5192
"chr16_17617918_17618614","Smpd4",739
"chr16_17619041_17619745","Smpd4",0
"chr16_17625313_17625882","Smpd4",0
"chr16_17645950_17647502","Ccdc74a",0
"chr16_17656004_17656826","Med15",0
"chr16_17669834_17670144","Med15",0
"chr16_17721599_17723122","Med15",0
"chr16_17726687_17727541","Med15",3756
"chr16_17732805_17733305","Med15",9874
"chr16_17753694_17753981","Klhl22",5636
"chr16_17757665_17758140","Klhl22",1477
"chr16_17758906_17760351","Klhl22",0
"chr16_17764088_17764427","Klhl22",0
"chr16_17770884_17771399","Klhl22",0
"chr16_17776892_17777106","Klhl22",0
"chr16_17785403_17785602","Klhl22",0
"chr16_17795176_17796067","Scarf2",1214
"chr16_17797011_17797445","Scarf2",0
"chr16_17802746_17803442","Scarf2",0
"chr16_17804352_17804834","Scarf2",0
"chr16_17806735_17807796","Scarf2",0
"chr16_17812202_17812401","Scarf2",3914
"chr16_17815077_17816126","Scarf2",6789
"chr16_17833173_17834401","Car15",874
"chr16_17848902_17849313","Gm20518",0
"chr16_17858457_17858939","Gm20518",0
"chr16_17865780_17866119","Dgcr2",0
"chr16_17872940_17873384","Dgcr2",0
"chr16_17882095_17883158","Dgcr2",0
"chr16_17884154_17884392","Dgcr2",0
"chr16_17890335_17892188","Gm20518",0
"chr16_17892586_17892902","Dgcr2",0
"chr16_17910791_17911539","Dgcr14",0
"chr16_17914256_17915141","Gsc2",0
"chr16_17921004_17922567","Slc25a1",2643
"chr16_17927233_17929228","Slc25a1",0
"chr16_17938184_17939595","Slc25a1",9964
"chr16_17977210_17978215","Vpreb2",2349
"chr16_17984383_17984691","Vpreb2",3302
"chr16_17984827_17985060","Vpreb2",3746
"chr16_17986320_17987049","Vpreb2",5239
"chr16_18043339_18043767","Dgcr6",9092
"chr16_18047395_18047985","Dgcr6",4874
"chr16_18052363_18053082","Dgcr6",0
"chr16_18065819_18067078","Dgcr6",0
"chr16_18073192_18074362","Prodh",0
"chr16_18083390_18083786","Prodh",0
"chr16_18088518_18089702","Prodh",0
"chr16_18096309_18096750","Prodh",6105
"chr16_18119163_18119653","Rtn4r",7988
"chr16_18127004_18128126","Rtn4r",0
"chr16_18136031_18136342","Rtn4r",0
"chr16_18143869_18144719","Rtn4r",0
"chr16_18154659_18155114","Rtn4r",2250
"chr16_18157664_18157967","Rtn4r",5255
"chr16_18160408_18160897","Rtn4r",7999
"chr16_18210480_18211380","Gm7873",6789
"chr16_18211647_18212103","Gm7873",6066
"chr16_18219733_18220331","Gm7873",419
"chr16_18228857_18229938","Zdhhc8",0
"chr16_18234118_18236014","Zdhhc8",0
"chr16_18247916_18249862","Trmt2a",0
"chr16_18268016_18268452","Dgcr8",0
"chr16_18278741_18279163","Dgcr8",0
"chr16_18282524_18282723","Dgcr8",0
"chr16_18288043_18289594","Dgcr8",0
"chr16_18333737_18334352","Tango2",0
"chr16_18341511_18341842","Tango2",0
"chr16_18343294_18344198","Tango2",0
"chr16_18345258_18345538","Tango2",0
"chr16_18347780_18348942","Tango2",0
"chr16_18376377_18376580","Arvcf",0
"chr16_18388004_18388245","Arvcf",0
"chr16_18392129_18393428","Arvcf",0
"chr16_18396017_18396449","Arvcf",0
"chr16_18400355_18401225","Arvcf",0
"chr16_18405635_18406588","Arvcf",0
"chr16_18407897_18408101","Comt",0
"chr16_18415977_18416989","Gm15764",0
"chr16_18425383_18425803","Comt",0
"chr16_18425909_18426833","Txnrd2",0
"chr16_18427908_18428429","Txnrd2",0
"chr16_18440764_18440994","Txnrd2",0
"chr16_18443290_18444130","Txnrd2",0
"chr16_18448673_18449285","Txnrd2",0
"chr16_18450276_18450547","Txnrd2",0
"chr16_18458967_18460585","Txnrd2",0
"chr16_18460776_18460984","Txnrd2",0
"chr16_18473679_18474202","Txnrd2",0
"chr16_18476509_18477169","Txnrd2",0
"chr16_18477956_18478301","Txnrd2",0
"chr16_18479780_18480094","Txnrd2",706
"chr16_18498042_18499333","Gnb1l",0
"chr16_18503599_18504780","Gnb1l",0
"chr16_18508927_18509768","Gnb1l",0
"chr16_18513477_18514007","Gnb1l",0
"chr16_18514437_18514963","Gnb1l",0
"chr16_18518004_18518432","Gnb1l",0
"chr16_18525373_18526568","Gnb1l",0
"chr16_18537136_18537609","Gnb1l",0
"chr16_18543205_18543423","Gnb1l",0
"chr16_18547856_18548415","Gnb1l",0
"chr16_18556451_18557011","Gnb1l",0
"chr16_18560674_18561197","Gnb1l",0
"chr16_18574084_18574609","Tbx1",7103
"chr16_18575208_18575411","Tbx1",6301
"chr16_18580482_18581459","Tbx1",253
"chr16_18581782_18582325","Tbx1",0
"chr16_18582470_18582676","Tbx1",0
"chr16_18586835_18587124","Tbx1",0
"chr16_18587838_18589077","Tbx1",868
"chr16_18589846_18590719","Tbx1",2876
"chr16_18617125_18618067","Gp1bb",2251
"chr16_18620623_18621311","Gp1bb",0
"chr16_18626120_18626863","Sept5",0
"chr16_18628370_18628865","Sept5",0
"chr16_18629145_18630244","Sept5",0
"chr16_18776583_18777939","Cldn5",0
"chr16_18788792_18789453","Cdc45",0
"chr16_18796656_18797192","Cdc45",0
"chr16_18798710_18799107","Cdc45",0
"chr16_18811029_18812630","Ufd1l",0
"chr16_18825167_18827279","Ufd1l",0
"chr16_18836051_18837197","2510002D24Rik",0
"chr16_18857706_18858212","Gm28539",0
"chr16_18858377_18858930","Gm28539",0
"chr16_18860155_18860526","Gm28539",0
"chr16_18876089_18878199","Hira",0
"chr16_18893854_18894404","Gm28539",0
"chr16_19203684_19203997","Iglc2",3332
"chr16_19670739_19671320","Lamp3",0
"chr16_19699049_19699618","Lamp3",0
"chr16_19706048_19706785","Lamp3",0
"chr16_19759911_19761159","B3gnt5",0
"chr16_19876913_19877144","A930003A15Rik",0
"chr16_19884184_19884427","A930003A15Rik",286
"chr16_19946323_19946964","Klhl6",0
"chr16_19960614_19961364","Klhl6",0
"chr16_19962547_19962746","Klhl6",0
"chr16_20097095_20098477","Klhl24",0
"chr16_20111968_20112171","Klhl24",0
"chr16_20140543_20141672","Yeats2",0
"chr16_20153643_20154188","Yeats2",0
"chr16_20169269_20169694","Yeats2",0
"chr16_20185407_20185692","Yeats2",0
"chr16_20197802_20198233","Yeats2",0
"chr16_20198506_20199671","Yeats2",0
"chr16_20213114_20213934","Yeats2",0
"chr16_20240481_20241505","Map6d1",0
"chr16_20279911_20280490","Parl",0
"chr16_20298129_20298362","Parl",0
"chr16_20301291_20302586","Parl",0
"chr16_20312279_20312478","Cyp2ab1",0
"chr16_20324016_20324230","Cyp2ab1",950
"chr16_20325257_20325636","Cyp2ab1",2191
"chr16_20356871_20357601","Abcc5",0
"chr16_20391599_20392016","Abcc5",0
"chr16_20413655_20414425","Abcc5",0
"chr16_20425264_20426692","Abcc5",0
"chr16_20490351_20490933","Eif2b5",7883
"chr16_20496556_20496975","Eif2b5",1841
"chr16_20497221_20497438","Eif2b5",1378
"chr16_20498061_20499338","Eif2b5",0
"chr16_20509152_20509599","Eif2b5",0
"chr16_20516407_20518270","Dvl3",0
"chr16_20534940_20536069","Ap2m1",0
"chr16_20536988_20537822","Ap2m1",0
"chr16_20547625_20549206","Abcf3",0
"chr16_20565104_20565794","Abcf3",3724
"chr16_20569093_20569322","Abcf3",7713
"chr16_20588733_20589198","Vwa5b2",272
"chr16_20589381_20590840","Vwa5b2",0
"chr16_20610282_20612109","Ece2",0
"chr16_20619651_20620567","Camk2n2",0
"chr16_20620683_20622719","Camk2n2",0
"chr16_20628856_20630673","Ece2",0
"chr16_20637005_20637695","Ece2",0
"chr16_20641944_20642560","Ece2",0
"chr16_20650967_20652217","Psmd2",0
"chr16_20666035_20666349","Eif4g1",1963
"chr16_20672131_20673680","Eif4g1",0
"chr16_20673995_20674219","Eif4g1",0
"chr16_20677670_20678332","Eif4g1",0
"chr16_20692833_20693915","Eif4g1",0
"chr16_20695691_20696453","Fam131a",0
"chr16_20702547_20702762","Fam131a",0
"chr16_20709119_20709478","Clcn2",0
"chr16_20715741_20718174","Clcn2",0
"chr16_20724139_20724816","Thpo",341
"chr16_20730328_20730698","Thpo",0
"chr16_20732225_20733717","Chrd",0
"chr16_20746387_20747044","Chrd",4002
"chr16_21202239_21202714","Ephb3",2040
"chr16_21204296_21205230","Ephb3",0
"chr16_21205770_21205994","Ephb3",0
"chr16_21207838_21208357","Ephb3",0
"chr16_21210574_21211286","Ephb3",0
"chr16_21214486_21214715","Ephb3",0
"chr16_21216023_21216496","Ephb3",0
"chr16_21222967_21223198","Ephb3",0
"chr16_21226106_21227206","Ephb3",2800
"chr16_21232062_21232363","Ephb3",8756
"chr16_21237844_21239189","Gm16863",8328
"chr16_21245490_21247084","Gm16863",433
"chr16_21248301_21249438","Gm16863",0
"chr16_21255659_21256330","Gm16863",0
"chr16_21262061_21262701","Gm16863",0
"chr16_21269636_21269988","Gm16863",0
"chr16_21273661_21274867","Gm16863",0
"chr16_21280072_21280304","Gm16863",0
"chr16_21280621_21281207","Gm16863",0
"chr16_21281855_21282610","Gm16863",0
"chr16_21286122_21286774","Gm16863",0
"chr16_21289513_21289989","Gm16863",0
"chr16_21293546_21293905","Gm16863",0
"chr16_21294608_21295435","Gm16863",0
"chr16_21417880_21418284","Vps8",4833
"chr16_21422691_21424066","Vps8",0
"chr16_21447488_21447765","Vps8",0
"chr16_21449995_21450479","Vps8",0
"chr16_21451921_21452188","Vps8",0
"chr16_21452377_21452803","Vps8",0
"chr16_21464602_21464801","Vps8",0
"chr16_21469469_21470371","Vps8",0
"chr16_21486927_21487759","Vps8",0
"chr16_21487917_21488761","Vps8",0
"chr16_21510119_21510322","Vps8",0
"chr16_21518898_21520093","Vps8",0
"chr16_21528865_21529708","Vps8",0
"chr16_21542959_21543203","Vps8",0
"chr16_21573113_21573728","Vps8",0
"chr16_21590845_21591163","Vps8",0
"chr16_21615869_21616073","Vps8",0
"chr16_21620648_21621010","Vps8",0
"chr16_21631409_21632227","Vps8",0
"chr16_21641874_21642512","Vps8",0
"chr16_21643566_21644564","Vps8",0
"chr16_21654492_21654718","2510009E07Rik",0
"chr16_21654904_21655661","2510009E07Rik",0
"chr16_21664409_21664877","2510009E07Rik",0
"chr16_21678806_21679058","2510009E07Rik",0
"chr16_21679960_21680221","2510009E07Rik",0
"chr16_21680361_21680589","2510009E07Rik",0
"chr16_21681662_21681941","2510009E07Rik",0
"chr16_21693749_21695501","2510009E07Rik",0
"chr16_21780937_21781619","Ehhadh",0
"chr16_21787100_21788240","Ehhadh",0
"chr16_21793532_21795388","1300002E11Rik",0
"chr16_21804103_21804621","1300002E11Rik",0
"chr16_21814676_21815249","1300002E11Rik",5638
"chr16_21818044_21819013","1300002E11Rik",9006
"chr16_21835461_21835788","Gm26744",7662
"chr16_21836421_21837000","Gm26744",6450
"chr16_21842182_21842523","Gm26744",927
"chr16_21845392_21846658","Gm26744",0
"chr16_21850788_21851137","Gm26744",5011
"chr16_21881173_21882137","Map3k13",9831
"chr16_21927738_21928174","Map3k13",0
"chr16_21945782_21947935","Tmem41a",0
"chr16_21955088_21956002","Liph",0
"chr16_21959969_21960242","Liph",0
"chr16_21976100_21976473","Liph",0
"chr16_21991582_21992049","Liph",0
"chr16_21995265_21995781","Liph",0
"chr16_21996326_21996711","Liph",783
"chr16_21996907_21997191","Liph",1364
"chr16_21997965_21998428","Liph",2422
"chr16_22000005_22000214","Liph",4462
"chr16_22001442_22002206","Liph",5899
"chr16_22008738_22010066","Senp2",0
"chr16_22014885_22015288","Senp2",0
"chr16_22050130_22050639","Senp2",860
"chr16_22056333_22056735","Igf2bp2",2273
"chr16_22061713_22062025","Igf2bp2",0
"chr16_22067419_22067854","Igf2bp2",0
"chr16_22075700_22077689","Igf2bp2",0
"chr16_22081763_22082176","Igf2bp2",0
"chr16_22091027_22091715","Igf2bp2",0
"chr16_22097142_22097964","Igf2bp2",0
"chr16_22107915_22108502","Igf2bp2",0
"chr16_22109057_22109533","Igf2bp2",0
"chr16_22118867_22119201","Igf2bp2",0
"chr16_22123481_22123963","Igf2bp2",0
"chr16_22128939_22129879","Igf2bp2",0
"chr16_22131247_22131677","Igf2bp2",0
"chr16_22137536_22138847","Igf2bp2",0
"chr16_22149975_22150977","Igf2bp2",0
"chr16_22151751_22152051","Igf2bp2",0
"chr16_22153071_22153291","Igf2bp2",0
"chr16_22161280_22161993","Igf2bp2",0
"chr16_22162178_22163889","Igf2bp2",0
"chr16_22241868_22242074","Tra2b",2474
"chr16_22254354_22254954","Tra2b",0
"chr16_22264729_22266558","Tra2b",0
"chr16_22379261_22380096","Etv5",1212
"chr16_22388830_22389572","Etv5",0
"chr16_22417952_22418708","Etv5",0
"chr16_22421710_22421911","Etv5",0
"chr16_22428130_22429411","Etv5",0
"chr16_22434456_22434842","Etv5",0
"chr16_22438340_22438653","Etv5",0
"chr16_22438915_22440556","Etv5",0
"chr16_22461719_22462252","Dgkg",6208
"chr16_22469012_22470446","Dgkg",0
"chr16_22488291_22488680","Dgkg",0
"chr16_22490287_22491038","Dgkg",0
"chr16_22493240_22493686","Dgkg",0
"chr16_22504538_22505239","Dgkg",0
"chr16_22511228_22511617","Dgkg",0
"chr16_22517256_22518409","Dgkg",0
"chr16_22530966_22531640","Dgkg",0
"chr16_22536321_22537310","Dgkg",0
"chr16_22542620_22543257","Dgkg",0
"chr16_22544818_22545487","Dgkg",0
"chr16_22547920_22548999","Dgkg",0
"chr16_22553837_22554248","Dgkg",0
"chr16_22555050_22555333","Dgkg",0
"chr16_22564340_22564915","Dgkg",0
"chr16_22572167_22573208","Dgkg",0
"chr16_22575209_22575581","Dgkg",0
"chr16_22581962_22582988","Dgkg",0
"chr16_22584626_22585183","Dgkg",0
"chr16_22593936_22594182","Dgkg",0
"chr16_22595105_22595319","Dgkg",0
"chr16_22601478_22602856","Dgkg",0
"chr16_22613371_22614117","Dgkg",0
"chr16_22622051_22622741","Dgkg",0
"chr16_22624650_22625175","Dgkg",0
"chr16_22629945_22630717","Dgkg",0
"chr16_22639507_22640290","Dgkg",0
"chr16_22640671_22640962","Dgkg",0
"chr16_22641356_22641991","Dgkg",0
"chr16_22651573_22652062","Dgkg",0
"chr16_22656495_22657428","Dgkg",0
"chr16_22660624_22661391","Dgkg",3402
"chr16_22799804_22800312","Crygs",4890
"chr16_22807319_22808084","Crygs",0
"chr16_22825861_22826269","Tbccd1",0
"chr16_22844092_22845018","Tbccd1",0
"chr16_22848186_22848575","Tbccd1",0
"chr16_22856812_22858367","Dnajb11",0
"chr16_22879718_22880487","Dnajb11",83
"chr16_22880913_22881150","Dnajb11",1278
"chr16_22885435_22885694","Dnajb11",5800
"chr16_22891315_22891548","Ahsg",493
"chr16_22899026_22900485","Ahsg",0
"chr16_22904156_22904465","Ahsg",4717
"chr16_22907780_22907979","Ahsg",8341
"chr16_22908556_22908758","Ahsg",9117
"chr16_22912826_22913190","Fetub",5191
"chr16_22919706_22920741","Fetub",0
"chr16_22955419_22956337","Hrg",0
"chr16_22958568_22959015","Hrg",0
"chr16_22966288_22966710","Hrg",4631
"chr16_22967513_22968030","Hrg",5856
"chr16_23028918_23029421","Kng2",0
"chr16_23037792_23038035","Kng2",8690
"chr16_23057741_23058269","Kng1",0
"chr16_23065762_23066085","Kng1",0
"chr16_23087754_23088021","Kng1",5685
"chr16_23099613_23099849","Eif4a2",7594
"chr16_23100030_23100655","Eif4a2",6788
"chr16_23102397_23103107","Eif4a2",4336
"chr16_23106862_23108565","Eif4a2",0
"chr16_23112795_23113020","Eif4a2",0
"chr16_23127188_23128408","Rfc4",0
"chr16_23135454_23135860","Rfc4",7716
"chr16_23151171_23151724","Adipoq",0
"chr16_23158922_23159151","Adipoq",893
"chr16_23166351_23167443","B630019A10Rik",7844
"chr16_23203719_23204423","B630019A10Rik",0
"chr16_23213833_23214754","B630019A10Rik",0
"chr16_23216326_23216651","B630019A10Rik",0
"chr16_23224556_23226842","St6gal1",0
"chr16_23227019_23227236","St6gal1",0
"chr16_23231197_23231827","St6gal1",0
"chr16_23235233_23235562","St6gal1",0
"chr16_23239449_23240012","St6gal1",0
"chr16_23249015_23249721","St6gal1",0
"chr16_23262007_23262591","St6gal1",0
"chr16_23262814_23263027","St6gal1",0
"chr16_23265133_23265712","St6gal1",0
"chr16_23266328_23266631","St6gal1",0
"chr16_23270408_23271168","St6gal1",0
"chr16_23273772_23274129","St6gal1",0
"chr16_23293234_23293578","St6gal1",0
"chr16_23295353_23296168","St6gal1",0
"chr16_23300055_23300431","St6gal1",0
"chr16_23314530_23315274","St6gal1",0
"chr16_23317364_23318046","St6gal1",0
"chr16_23319622_23320423","St6gal1",0
"chr16_23326517_23326976","St6gal1",0
"chr16_23327732_23328166","St6gal1",0
"chr16_23331862_23333071","St6gal1",0
"chr16_23337115_23337498","St6gal1",0
"chr16_23350504_23351221","St6gal1",0
"chr16_23351652_23351900","St6gal1",0
"chr16_23352049_23352387","St6gal1",0
"chr16_23369098_23369591","St6gal1",8747
"chr16_23437463_23437733","Rtp1",3502
"chr16_23437847_23438052","Rtp1",3886
"chr16_23449885_23450279","Masp1",1505
"chr16_23452323_23452810","Masp1",0
"chr16_23496255_23496888","Masp1",0
"chr16_23497002_23497871","Masp1",0
"chr16_23498722_23499137","Masp1",0
"chr16_23511204_23511471","Masp1",0
"chr16_23515730_23516108","Masp1",0
"chr16_23518791_23519076","Masp1",0
"chr16_23520159_23520851","Masp1",0
"chr16_23606210_23606585","Rtp4",3333
"chr16_23608151_23608731","Rtp4",1187
"chr16_23608860_23609141","Rtp4",777
"chr16_23609517_23610168","Rtp4",0
"chr16_23611233_23611562","Rtp4",0
"chr16_23615758_23616039","Rtp4",1535
"chr16_23623953_23624458","Rtp4",9730
"chr16_23890186_23890799","Sst",0
