"Peak1","Peak2","coaccess"
"chr16_88477773_88478676","chr16_88547837_88548790",-0.000413636741524013
"chr16_88477773_88478676","chr16_88549858_88550727",-0.0155367385372134
"chr16_88477773_88478676","chr16_88552472_88553275",-0.00429388477274573
"chr16_88477773_88478676","chr16_88558739_88559627",-0.00787685734740368
"chr16_88477773_88478676","chr16_88560448_88561149",0
"chr16_88477773_88478676","chr16_88561686_88562569",-0.000290744603137674
"chr16_88477773_88478676","chr16_88569884_88570772",0.0633539382522078
"chr16_88477773_88478676","chr16_88591322_88592255",-0.0711492807885691
"chr16_88477773_88478676","chr16_88596143_88596941",-0.00862125482683301
"chr16_88477773_88478676","chr16_88598906_88599826",-0.108287658015338
"chr16_88477773_88478676","chr16_88600353_88600961",-0.0132290062949352
"chr16_88477773_88478676","chr16_88601768_88602641",0
"chr16_88477773_88478676","chr16_88604724_88605486",0
"chr16_88477773_88478676","chr16_88619683_88620597",-0.0119618413702093
"chr16_88477773_88478676","chr16_88628317_88629087",-0.00315957385904199
"chr16_88477773_88478676","chr16_88633935_88634665",-0.0695504697967708
"chr16_88477773_88478676","chr16_88636862_88637746",-0.0121564293026289
"chr16_88477773_88478676","chr16_88639319_88640214",-0.0315956540410984
"chr16_88477773_88478676","chr16_88650825_88651768",-0.125130794287874
"chr16_88477773_88478676","chr16_88653374_88654283",-0.0158410538078048
"chr16_88477773_88478676","chr16_88662837_88663719",0.0625926663749149
"chr16_88477773_88478676","chr16_88681541_88682445",-0.112700631108004
"chr16_88477773_88478676","chr16_88684870_88685646",-0.0702117086036816
"chr16_88477773_88478676","chr16_88686103_88687008",-0.0937291131396537
"chr16_88477773_88478676","chr16_88691621_88692534",-0.0982750243315805
"chr16_88477773_88478676","chr16_88700603_88701485",-0.202315274888964
"chr16_88479629_88480351","chr16_88238434_88239259",0.000303608037557212
"chr16_88479629_88480351","chr16_88264810_88265466",0.00108885989834026
"chr16_88479629_88480351","chr16_88265573_88265858",0.000308955065198147
"chr16_88479629_88480351","chr16_88347763_88348638",0.000115558917921798
"chr16_88479629_88480351","chr16_88382895_88383535",0.000150888016475235
"chr16_88479629_88480351","chr16_88384377_88385017",0
"chr16_88479629_88480351","chr16_88407588_88408481",0.000933632966341278
"chr16_88479629_88480351","chr16_88409818_88410629",0.000379058566682957
"chr16_88479629_88480351","chr16_88424700_88425569",3.43241579335753e-06
"chr16_88479629_88480351","chr16_88430294_88431174",0.00120415704029202
"chr16_88479629_88480351","chr16_88437095_88437996",0
"chr16_88479629_88480351","chr16_88442740_88443643",-0.000426988539050059
"chr16_88479629_88480351","chr16_88448256_88448994",0.000385720754453009
"chr16_88479629_88480351","chr16_88452604_88453487",-0.00195466885280173
"chr16_88479629_88480351","chr16_88455894_88456643",-0.00182259267710407
"chr16_88479629_88480351","chr16_88458232_88459068",-0.00228146774555863
"chr16_88479629_88480351","chr16_88461619_88462477",-0.00188516492303721
"chr16_88479629_88480351","chr16_88468282_88469205",-0.00191450512631818
"chr16_88479629_88480351","chr16_88469701_88470569",-0.000481402385952723
"chr16_88479629_88480351","chr16_88477773_88478676",-0.00051395045711291
"chr16_88479629_88480351","chr16_88491356_88492252",-0.00338763157814913
"chr16_88479629_88480351","chr16_88505164_88506051",-0.00226763015733137
"chr16_88479629_88480351","chr16_88511613_88512480",-0.00206985904674677
"chr16_88479629_88480351","chr16_88516204_88516999",-0.00019122248663171
"chr16_88479629_88480351","chr16_88523449_88524266",-0.00210967672703511
"chr16_88479629_88480351","chr16_88527152_88528060",-0.00104842815363738
"chr16_88479629_88480351","chr16_88533874_88534741",0.000548492474540389
"chr16_88479629_88480351","chr16_88540616_88541309",-0.00025077161819838
"chr16_88479629_88480351","chr16_88547837_88548790",6.4900133680397e-06
"chr16_88479629_88480351","chr16_88549858_88550727",0.00025911086084609
"chr16_88479629_88480351","chr16_88552472_88553275",6.73716011621298e-05
"chr16_88479629_88480351","chr16_88558739_88559627",0.00012358889902877
"chr16_88479629_88480351","chr16_88560448_88561149",0
"chr16_88479629_88480351","chr16_88561686_88562569",6.38744862279826e-06
"chr16_88479629_88480351","chr16_88569884_88570772",-0.00117086722806444
"chr16_88479629_88480351","chr16_88591322_88592255",0.000894343238923176
"chr16_88479629_88480351","chr16_88596143_88596941",0.000135268590670366
"chr16_88479629_88480351","chr16_88598906_88599826",0.00151732298796049
"chr16_88479629_88480351","chr16_88600353_88600961",0.000185364387106204
"chr16_88479629_88480351","chr16_88601768_88602641",0
"chr16_88479629_88480351","chr16_88604724_88605486",0
"chr16_88479629_88480351","chr16_88619683_88620597",0.000209066396055184
"chr16_88479629_88480351","chr16_88628317_88629087",5.83932362890276e-05
"chr16_88479629_88480351","chr16_88633935_88634665",0.0012059836020718
"chr16_88479629_88480351","chr16_88636862_88637746",0.000195802994326582
"chr16_88479629_88480351","chr16_88639319_88640214",0.000620600622875885
"chr16_88479629_88480351","chr16_88650825_88651768",0.00188280391131542
"chr16_88479629_88480351","chr16_88653374_88654283",0.000284730080177469
"chr16_88479629_88480351","chr16_88662837_88663719",-0.00113439305831945
"chr16_88479629_88480351","chr16_88681541_88682445",0.0018353608067609
"chr16_88479629_88480351","chr16_88684870_88685646",0.00125173273784545
"chr16_88479629_88480351","chr16_88686103_88687008",0.00133683940231208
"chr16_88479629_88480351","chr16_88691621_88692534",0.00149742462970164
"chr16_88479629_88480351","chr16_88700603_88701485",0.00212855201301447
"chr16_88491356_88492252","chr16_88238434_88239259",-0.0896225078062036
"chr16_88491356_88492252","chr16_88264810_88265466",-0.321422171573678
"chr16_88491356_88492252","chr16_88265573_88265858",-0.0912009048418867
"chr16_88491356_88492252","chr16_88347763_88348638",-0.0341120087164093
"chr16_88491356_88492252","chr16_88382895_88383535",-0.0445408578218748
"chr16_88491356_88492252","chr16_88384377_88385017",0
"chr16_88491356_88492252","chr16_88407588_88408481",-0.275600502830175
"chr16_88491356_88492252","chr16_88409818_88410629",-0.111894861627798
"chr16_88491356_88492252","chr16_88424700_88425569",-0.00101321991904003
"chr16_88491356_88492252","chr16_88430294_88431174",-0.355456906252458
"chr16_88491356_88492252","chr16_88437095_88437996",0
"chr16_88491356_88492252","chr16_88442740_88443643",0.126043381400805
"chr16_88491356_88492252","chr16_88448256_88448994",-0.113861482736489
"chr16_88491356_88492252","chr16_88452604_88453487",0.577001603542049
"chr16_88491356_88492252","chr16_88455894_88456643",0.538013840956066
"chr16_88491356_88492252","chr16_88458232_88459068",0.673469854359176
"chr16_88491356_88492252","chr16_88461619_88462477",0.556484635223287
"chr16_88491356_88492252","chr16_88468282_88469205",0.565145613433025
"chr16_88491356_88492252","chr16_88469701_88470569",0.142105885733816
"chr16_88491356_88492252","chr16_88477773_88478676",0.151713799230114
"chr16_88491356_88492252","chr16_88479629_88480351",-0.00338763157814913
"chr16_88491356_88492252","chr16_88505164_88506051",0.669385116125972
"chr16_88491356_88492252","chr16_88511613_88512480",0.611004768079785
"chr16_88491356_88492252","chr16_88516204_88516999",0.0564472500094542
"chr16_88491356_88492252","chr16_88523449_88524266",0.622758608298178
"chr16_88491356_88492252","chr16_88527152_88528060",0.309487064768181
"chr16_88491356_88492252","chr16_88533874_88534741",-0.161910308688308
"chr16_88491356_88492252","chr16_88540616_88541309",0.0740256466541121
"chr16_88491356_88492252","chr16_88547837_88548790",-0.00191579669108734
"chr16_88491356_88492252","chr16_88549858_88550727",-0.0764873200844524
"chr16_88491356_88492252","chr16_88552472_88553275",-0.0198875230697055
"chr16_88491356_88492252","chr16_88558739_88559627",-0.0364823907729363
"chr16_88491356_88492252","chr16_88560448_88561149",0
"chr16_88491356_88492252","chr16_88561686_88562569",-0.00188552045151566
"chr16_88491356_88492252","chr16_88569884_88570772",0.345630037108157
"chr16_88491356_88492252","chr16_88591322_88592255",-0.264002509804154
"chr16_88491356_88492252","chr16_88596143_88596941",-0.0399301363061064
"chr16_88491356_88492252","chr16_88598906_88599826",-0.447900827748655
"chr16_88491356_88492252","chr16_88600353_88600961",-0.0547179889046485
"chr16_88491356_88492252","chr16_88601768_88602641",0
"chr16_88491356_88492252","chr16_88604724_88605486",0
"chr16_88491356_88492252","chr16_88619683_88620597",-0.0617146201504605
"chr16_88491356_88492252","chr16_88628317_88629087",-0.0172371861998428
"chr16_88491356_88492252","chr16_88633935_88634665",-0.355996091738733
"chr16_88491356_88492252","chr16_88636862_88637746",-0.0577993768831153
"chr16_88491356_88492252","chr16_88639319_88640214",-0.183196020157234
"chr16_88491356_88492252","chr16_88650825_88651768",-0.555787684664373
"chr16_88491356_88492252","chr16_88653374_88654283",-0.0840498955122606
"chr16_88491356_88492252","chr16_88662837_88663719",0.334863172735932
"chr16_88491356_88492252","chr16_88681541_88682445",-0.541782884124511
"chr16_88491356_88492252","chr16_88684870_88685646",-0.369500847116718
"chr16_88491356_88492252","chr16_88686103_88687008",-0.394623609879819
"chr16_88491356_88492252","chr16_88691621_88692534",-0.44202700180277
"chr16_88491356_88492252","chr16_88700603_88701485",-0.628330432017472
"chr16_88505164_88506051","chr16_88264810_88265466",-0.268627715218645
"chr16_88505164_88506051","chr16_88265573_88265858",-0.0762209108774353
"chr16_88505164_88506051","chr16_88347763_88348638",-0.0293890364085622
"chr16_88505164_88506051","chr16_88382895_88383535",-0.0395829074360465
"chr16_88505164_88506051","chr16_88384377_88385017",0
"chr16_88505164_88506051","chr16_88407588_88408481",-0.199757549536384
"chr16_88505164_88506051","chr16_88409818_88410629",-0.098850360598519
"chr16_88505164_88506051","chr16_88424700_88425569",-0.000678234333167768
"chr16_88505164_88506051","chr16_88430294_88431174",-0.264229579303618
"chr16_88505164_88506051","chr16_88437095_88437996",0
"chr16_88505164_88506051","chr16_88442740_88443643",0.119136549607015
"chr16_88505164_88506051","chr16_88448256_88448994",-0.0819952317908733
"chr16_88505164_88506051","chr16_88452604_88453487",0.511554436864703
"chr16_88505164_88506051","chr16_88455894_88456643",0.438362415634042
"chr16_88505164_88506051","chr16_88458232_88459068",0.546474569551183
"chr16_88505164_88506051","chr16_88461619_88462477",0.432426023650496
"chr16_88505164_88506051","chr16_88468282_88469205",0.553204430406519
"chr16_88505164_88506051","chr16_88469701_88470569",0.114673038505752
"chr16_88505164_88506051","chr16_88477773_88478676",0.143840449741823
"chr16_88505164_88506051","chr16_88479629_88480351",-0.00226763015733137
"chr16_88505164_88506051","chr16_88491356_88492252",0.669385116125972
"chr16_88505164_88506051","chr16_88511613_88512480",0.538583278435572
"chr16_88505164_88506051","chr16_88516204_88516999",0.0341443021346497
"chr16_88505164_88506051","chr16_88523449_88524266",0.514835091601647
"chr16_88505164_88506051","chr16_88527152_88528060",0.267309290325191
"chr16_88505164_88506051","chr16_88533874_88534741",-0.164312170628433
"chr16_88505164_88506051","chr16_88540616_88541309",0.036572922230785
"chr16_88505164_88506051","chr16_88547837_88548790",-0.000849245817268755
"chr16_88505164_88506051","chr16_88549858_88550727",-0.0514892498081172
"chr16_88505164_88506051","chr16_88552472_88553275",-0.0088158601908835
"chr16_88505164_88506051","chr16_88558739_88559627",-0.0161721324146852
"chr16_88505164_88506051","chr16_88560448_88561149",0
"chr16_88505164_88506051","chr16_88561686_88562569",-0.000631069663197853
"chr16_88505164_88506051","chr16_88569884_88570772",0.287614408459643
"chr16_88505164_88506051","chr16_88591322_88592255",-0.226748018729752
"chr16_88505164_88506051","chr16_88596143_88596941",-0.0185214665243105
"chr16_88505164_88506051","chr16_88598906_88599826",-0.40334896027924
"chr16_88505164_88506051","chr16_88600353_88600961",-0.0492752916849846
"chr16_88505164_88506051","chr16_88601768_88602641",0
"chr16_88505164_88506051","chr16_88604724_88605486",0
"chr16_88505164_88506051","chr16_88619683_88620597",-0.035570062434704
"chr16_88505164_88506051","chr16_88628317_88629087",-0.0143438433588025
"chr16_88505164_88506051","chr16_88633935_88634665",-0.265504343360758
"chr16_88505164_88506051","chr16_88636862_88637746",-0.0435186576036221
"chr16_88505164_88506051","chr16_88639319_88640214",-0.113112690987798
"chr16_88505164_88506051","chr16_88650825_88651768",-0.491177740522832
"chr16_88505164_88506051","chr16_88653374_88654283",-0.0550379389322377
"chr16_88505164_88506051","chr16_88662837_88663719",0.281138928540033
"chr16_88505164_88506051","chr16_88681541_88682445",-0.46549911809287
"chr16_88505164_88506051","chr16_88684870_88685646",-0.293325686413256
"chr16_88505164_88506051","chr16_88686103_88687008",-0.325705430609118
"chr16_88505164_88506051","chr16_88691621_88692534",-0.369135194654429
"chr16_88505164_88506051","chr16_88700603_88701485",-0.56599086586551
"chr16_88511613_88512480","chr16_88264810_88265466",-0.244019326266575
"chr16_88511613_88512480","chr16_88265573_88265858",-0.0692384823531623
"chr16_88511613_88512480","chr16_88347763_88348638",-0.0244859188625131
"chr16_88511613_88512480","chr16_88382895_88383535",-0.0327958886378601
"chr16_88511613_88512480","chr16_88384377_88385017",0
"chr16_88511613_88512480","chr16_88407588_88408481",-0.177633882449667
"chr16_88511613_88512480","chr16_88409818_88410629",-0.0867763117298106
"chr16_88511613_88512480","chr16_88424700_88425569",-0.00061908220164688
"chr16_88511613_88512480","chr16_88430294_88431174",-0.237246558117288
"chr16_88511613_88512480","chr16_88437095_88437996",0
"chr16_88511613_88512480","chr16_88442740_88443643",0.102041992239187
"chr16_88511613_88512480","chr16_88448256_88448994",-0.0728584643255184
"chr16_88511613_88512480","chr16_88452604_88453487",0.423875344623634
"chr16_88511613_88512480","chr16_88455894_88456643",0.432382583628552
"chr16_88511613_88512480","chr16_88458232_88459068",0.590150618588144
"chr16_88511613_88512480","chr16_88461619_88462477",0.40516148876461
"chr16_88511613_88512480","chr16_88468282_88469205",0.474603255765615
"chr16_88511613_88512480","chr16_88469701_88470569",0.10439433261405
"chr16_88511613_88512480","chr16_88477773_88478676",0.127922840476607
"chr16_88511613_88512480","chr16_88479629_88480351",-0.00206985904674677
"chr16_88511613_88512480","chr16_88491356_88492252",0.611004768079785
"chr16_88511613_88512480","chr16_88505164_88506051",0.538583278435572
"chr16_88511613_88512480","chr16_88516204_88516999",0.0496344805667214
"chr16_88511613_88512480","chr16_88523449_88524266",0.559269105675046
"chr16_88511613_88512480","chr16_88527152_88528060",0.280594073250712
"chr16_88511613_88512480","chr16_88533874_88534741",-0.123249222104295
"chr16_88511613_88512480","chr16_88540616_88541309",0.0334009246574088
"chr16_88511613_88512480","chr16_88547837_88548790",-0.000703687305834428
"chr16_88511613_88512480","chr16_88549858_88550727",-0.0405835139020059
"chr16_88511613_88512480","chr16_88552472_88553275",-0.00730484481664823
"chr16_88511613_88512480","chr16_88558739_88559627",-0.0134002712254586
"chr16_88511613_88512480","chr16_88560448_88561149",0
"chr16_88511613_88512480","chr16_88561686_88562569",-0.000576030993094009
"chr16_88511613_88512480","chr16_88569884_88570772",0.221811904687602
"chr16_88511613_88512480","chr16_88591322_88592255",-0.199513896233658
"chr16_88511613_88512480","chr16_88596143_88596941",-0.0154172813773491
"chr16_88511613_88512480","chr16_88598906_88599826",-0.328866856775363
"chr16_88511613_88512480","chr16_88600353_88600961",-0.0401761548657799
"chr16_88511613_88512480","chr16_88601768_88602641",0
"chr16_88511613_88512480","chr16_88604724_88605486",0
"chr16_88511613_88512480","chr16_88619683_88620597",-0.0287788347763466
"chr16_88511613_88512480","chr16_88628317_88629087",-0.0110621551715585
"chr16_88511613_88512480","chr16_88633935_88634665",-0.230310171679729
"chr16_88511613_88512480","chr16_88636862_88637746",-0.0363428434057766
"chr16_88511613_88512480","chr16_88639319_88640214",-0.0969060157828823
"chr16_88511613_88512480","chr16_88650825_88651768",-0.445590850992927
"chr16_88511613_88512480","chr16_88653374_88654283",-0.0497832902421871
"chr16_88511613_88512480","chr16_88662837_88663719",0.216811586453514
"chr16_88511613_88512480","chr16_88681541_88682445",-0.438325576140852
"chr16_88511613_88512480","chr16_88684870_88685646",-0.245821129862321
"chr16_88511613_88512480","chr16_88686103_88687008",-0.288736369097074
"chr16_88511613_88512480","chr16_88691621_88692534",-0.321796256855128
"chr16_88511613_88512480","chr16_88700603_88701485",-0.517477792669316
"chr16_88516204_88516999","chr16_88264810_88265466",-0.0192944615394734
"chr16_88516204_88516999","chr16_88265573_88265858",-0.00547464520640139
"chr16_88516204_88516999","chr16_88347763_88348638",-0.00201357613362388
"chr16_88516204_88516999","chr16_88382895_88383535",-0.00265534726114464
"chr16_88516204_88516999","chr16_88384377_88385017",0
"chr16_88516204_88516999","chr16_88407588_88408481",-0.0157801871858196
"chr16_88516204_88516999","chr16_88409818_88410629",-0.00676103792476378
"chr16_88516204_88516999","chr16_88424700_88425569",-5.71934780846136e-05
"chr16_88516204_88516999","chr16_88430294_88431174",-0.0205494750190893
"chr16_88516204_88516999","chr16_88437095_88437996",0
"chr16_88516204_88516999","chr16_88442740_88443643",0.00803831816030354
"chr16_88516204_88516999","chr16_88448256_88448994",-0.00650664201239613
"chr16_88516204_88516999","chr16_88452604_88453487",0.0342939003973736
"chr16_88516204_88516999","chr16_88455894_88456643",0.0328744229054335
"chr16_88516204_88516999","chr16_88458232_88459068",0.0423331606910392
"chr16_88516204_88516999","chr16_88461619_88462477",0.0329864371210743
"chr16_88516204_88516999","chr16_88468282_88469205",0.0350256727312917
"chr16_88516204_88516999","chr16_88469701_88470569",0.00844612431450037
"chr16_88516204_88516999","chr16_88477773_88478676",0.00951867704759098
"chr16_88516204_88516999","chr16_88479629_88480351",-0.00019122248663171
"chr16_88516204_88516999","chr16_88491356_88492252",0.0564472500094542
"chr16_88516204_88516999","chr16_88505164_88506051",0.0341443021346497
"chr16_88516204_88516999","chr16_88511613_88512480",0.0496344805667214
"chr16_88516204_88516999","chr16_88523449_88524266",0.0339062786407268
"chr16_88516204_88516999","chr16_88527152_88528060",0.0169939824727751
"chr16_88516204_88516999","chr16_88533874_88534741",-0.00800940539548247
"chr16_88516204_88516999","chr16_88540616_88541309",0.00265860238277783
"chr16_88516204_88516999","chr16_88547837_88548790",-5.69322624759148e-05
"chr16_88516204_88516999","chr16_88549858_88550727",-0.00293134772096986
"chr16_88516204_88516999","chr16_88552472_88553275",-0.000591003047801325
"chr16_88516204_88516999","chr16_88558739_88559627",-0.00108415734137994
"chr16_88516204_88516999","chr16_88560448_88561149",0
"chr16_88516204_88516999","chr16_88561686_88562569",-5.32162221623209e-05
"chr16_88516204_88516999","chr16_88569884_88570772",0.01535302081155
"chr16_88516204_88516999","chr16_88591322_88592255",-0.0130370341971197
"chr16_88516204_88516999","chr16_88596143_88596941",-0.0012262364534797
"chr16_88516204_88516999","chr16_88598906_88599826",-0.0216778834591718
"chr16_88516204_88516999","chr16_88600353_88600961",-0.0026482875518615
"chr16_88516204_88516999","chr16_88601768_88602641",0
"chr16_88516204_88516999","chr16_88604724_88605486",0
"chr16_88516204_88516999","chr16_88619683_88620597",-0.00218056381589747
"chr16_88516204_88516999","chr16_88628317_88629087",-0.000765682521904004
"chr16_88516204_88516999","chr16_88633935_88634665",-0.0159172923641404
"chr16_88516204_88516999","chr16_88636862_88637746",-0.00248981804788653
"chr16_88516204_88516999","chr16_88639319_88640214",-0.00720606602352307
"chr16_88516204_88516999","chr16_88650825_88651768",-0.0283725309294635
"chr16_88516204_88516999","chr16_88653374_88654283",-0.00350528197230831
"chr16_88516204_88516999","chr16_88662837_88663719",0.0149274915890087
"chr16_88516204_88516999","chr16_88681541_88682445",-0.0276932729198518
"chr16_88516204_88516999","chr16_88684870_88685646",-0.0168500333974466
"chr16_88516204_88516999","chr16_88686103_88687008",-0.0190692958556267
"chr16_88516204_88516999","chr16_88691621_88692534",-0.0213086114853185
"chr16_88516204_88516999","chr16_88700603_88701485",-0.0330051152255593
"chr16_88523449_88524266","chr16_88264810_88265466",-0.255606058200731
"chr16_88523449_88524266","chr16_88265573_88265858",-0.0725261225037521
"chr16_88523449_88524266","chr16_88347763_88348638",-0.0251201380318718
"chr16_88523449_88524266","chr16_88382895_88383535",-0.033719454965645
"chr16_88523449_88524266","chr16_88384377_88385017",0
"chr16_88523449_88524266","chr16_88407588_88408481",-0.181718235500402
"chr16_88523449_88524266","chr16_88409818_88410629",-0.090734781846684
"chr16_88523449_88524266","chr16_88424700_88425569",-0.000630991426681365
"chr16_88523449_88524266","chr16_88430294_88431174",-0.242713278845309
"chr16_88523449_88524266","chr16_88437095_88437996",0
"chr16_88523449_88524266","chr16_88442740_88443643",0.106166533088522
"chr16_88523449_88524266","chr16_88448256_88448994",-0.0744383575901529
"chr16_88523449_88524266","chr16_88452604_88453487",0.435896935057224
"chr16_88523449_88524266","chr16_88455894_88456643",0.436999231439339
"chr16_88523449_88524266","chr16_88458232_88459068",0.554114650887553
"chr16_88523449_88524266","chr16_88461619_88462477",0.416242364587133
"chr16_88523449_88524266","chr16_88468282_88469205",0.478585078075774
"chr16_88523449_88524266","chr16_88469701_88470569",0.104500642809959
"chr16_88523449_88524266","chr16_88477773_88478676",0.133050443450283
"chr16_88523449_88524266","chr16_88479629_88480351",-0.00210967672703511
"chr16_88523449_88524266","chr16_88491356_88492252",0.622758608298178
"chr16_88523449_88524266","chr16_88505164_88506051",0.514835091601647
"chr16_88523449_88524266","chr16_88511613_88512480",0.559269105675046
"chr16_88523449_88524266","chr16_88516204_88516999",0.0339062786407268
"chr16_88523449_88524266","chr16_88527152_88528060",0.252541638542461
"chr16_88523449_88524266","chr16_88533874_88534741",-0.125316881137568
"chr16_88523449_88524266","chr16_88540616_88541309",0.0345159332141945
"chr16_88523449_88524266","chr16_88547837_88548790",-0.000723644684085742
"chr16_88523449_88524266","chr16_88549858_88550727",-0.0417467571469858
"chr16_88523449_88524266","chr16_88552472_88553275",-0.00751201858525854
"chr16_88523449_88524266","chr16_88558739_88559627",-0.0137803182709278
"chr16_88523449_88524266","chr16_88560448_88561149",0
"chr16_88523449_88524266","chr16_88561686_88562569",-0.000587112046151824
"chr16_88523449_88524266","chr16_88569884_88570772",0.226610677127747
"chr16_88523449_88524266","chr16_88591322_88592255",-0.211064372661181
"chr16_88523449_88524266","chr16_88596143_88596941",-0.0158805655036818
"chr16_88523449_88524266","chr16_88598906_88599826",-0.349668035270313
"chr16_88523449_88524266","chr16_88600353_88600961",-0.0427173393949788
"chr16_88523449_88524266","chr16_88601768_88602641",0
"chr16_88523449_88524266","chr16_88604724_88605486",0
"chr16_88523449_88524266","chr16_88619683_88620597",-0.0296370293935328
"chr16_88523449_88524266","chr16_88628317_88629087",-0.0113014785092335
"chr16_88523449_88524266","chr16_88633935_88634665",-0.235735261557186
"chr16_88523449_88524266","chr16_88636862_88637746",-0.0374944190853936
"chr16_88523449_88524266","chr16_88639319_88640214",-0.0998737972802431
"chr16_88523449_88524266","chr16_88650825_88651768",-0.463356423614682
"chr16_88523449_88524266","chr16_88653374_88654283",-0.0514721682214131
"chr16_88523449_88524266","chr16_88662837_88663719",0.228366888750007
"chr16_88523449_88524266","chr16_88681541_88682445",-0.44311819924224
"chr16_88523449_88524266","chr16_88684870_88685646",-0.248286090754948
"chr16_88523449_88524266","chr16_88686103_88687008",-0.319585614595782
"chr16_88523449_88524266","chr16_88691621_88692534",-0.337293174069124
"chr16_88523449_88524266","chr16_88700603_88701485",-0.550100758855823
"chr16_88527152_88528060","chr16_88264810_88265466",-0.139812800330259
"chr16_88527152_88528060","chr16_88265573_88265858",-0.0396707353328137
"chr16_88527152_88528060","chr16_88347763_88348638",-0.0149117921025673
"chr16_88527152_88528060","chr16_88382895_88383535",-0.0205890882234147
"chr16_88527152_88528060","chr16_88384377_88385017",0
"chr16_88527152_88528060","chr16_88407588_88408481",-0.0962370772445884
"chr16_88527152_88528060","chr16_88409818_88410629",-0.0528046384482945
"chr16_88527152_88528060","chr16_88424700_88425569",-0.000313578458708354
"chr16_88527152_88528060","chr16_88430294_88431174",-0.127099539905315
"chr16_88527152_88528060","chr16_88437095_88437996",0
"chr16_88527152_88528060","chr16_88442740_88443643",0.063528611949066
"chr16_88527152_88528060","chr16_88448256_88448994",-0.0392995871937068
"chr16_88527152_88528060","chr16_88452604_88453487",0.26665050013934
"chr16_88527152_88528060","chr16_88455894_88456643",0.208313012211359
"chr16_88527152_88528060","chr16_88458232_88459068",0.254713810299155
"chr16_88527152_88528060","chr16_88461619_88462477",0.207723012877556
"chr16_88527152_88528060","chr16_88468282_88469205",0.235803121506301
"chr16_88527152_88528060","chr16_88469701_88470569",0.0526794219445422
"chr16_88527152_88528060","chr16_88477773_88478676",0.0720045073310757
"chr16_88527152_88528060","chr16_88479629_88480351",-0.00104842815363738
"chr16_88527152_88528060","chr16_88491356_88492252",0.309487064768181
"chr16_88527152_88528060","chr16_88505164_88506051",0.267309290325191
"chr16_88527152_88528060","chr16_88511613_88512480",0.280594073250712
"chr16_88527152_88528060","chr16_88516204_88516999",0.0169939824727751
"chr16_88527152_88528060","chr16_88523449_88524266",0.252541638542461
"chr16_88527152_88528060","chr16_88533874_88534741",-0.0668300835137961
"chr16_88527152_88528060","chr16_88540616_88541309",0.0180383975438192
"chr16_88527152_88528060","chr16_88547837_88548790",-0.000442673947476383
"chr16_88527152_88528060","chr16_88549858_88550727",-0.0228893201928392
"chr16_88527152_88528060","chr16_88552472_88553275",-0.00459531451523569
"chr16_88527152_88528060","chr16_88558739_88559627",-0.00842981095643586
"chr16_88527152_88528060","chr16_88560448_88561149",0
"chr16_88527152_88528060","chr16_88561686_88562569",-0.000291772095049979
"chr16_88527152_88528060","chr16_88569884_88570772",0.115794341759754
"chr16_88527152_88528060","chr16_88591322_88592255",-0.11883641593944
"chr16_88527152_88528060","chr16_88596143_88596941",-0.00968462517471096
"chr16_88527152_88528060","chr16_88598906_88599826",-0.193218924370488
"chr16_88527152_88528060","chr16_88600353_88600961",-0.0236046693930323
"chr16_88527152_88528060","chr16_88601768_88602641",0
"chr16_88527152_88528060","chr16_88604724_88605486",0
"chr16_88527152_88528060","chr16_88619683_88620597",-0.0161780494852255
"chr16_88527152_88528060","chr16_88628317_88629087",-0.00577487028182249
"chr16_88527152_88528060","chr16_88633935_88634665",-0.124246418331856
"chr16_88527152_88528060","chr16_88636862_88637746",-0.0206856362624699
"chr16_88527152_88528060","chr16_88639319_88640214",-0.0537987134968453
"chr16_88527152_88528060","chr16_88650825_88651768",-0.246472275605423
"chr16_88527152_88528060","chr16_88653374_88654283",-0.0271114886370465
"chr16_88527152_88528060","chr16_88662837_88663719",0.113039102354687
"chr16_88527152_88528060","chr16_88681541_88682445",-0.198488989041383
"chr16_88527152_88528060","chr16_88684870_88685646",-0.125932572043978
"chr16_88527152_88528060","chr16_88686103_88687008",-0.153638453467559
"chr16_88527152_88528060","chr16_88691621_88692534",-0.170159449676712
"chr16_88527152_88528060","chr16_88700603_88701485",-0.315853399679048
"chr16_88533874_88534741","chr16_88264810_88265466",0.0778352638186982
"chr16_88533874_88534741","chr16_88265573_88265858",0.0220851176946424
"chr16_88533874_88534741","chr16_88347763_88348638",0.00471150094621722
"chr16_88533874_88534741","chr16_88382895_88383535",0.00589832007774802
"chr16_88533874_88534741","chr16_88384377_88385017",0
"chr16_88533874_88534741","chr16_88407588_88408481",0.0436432080815882
"chr16_88533874_88534741","chr16_88409818_88410629",0.0242224713453941
"chr16_88533874_88534741","chr16_88424700_88425569",0.000164050749860917
"chr16_88533874_88534741","chr16_88430294_88431174",0.0610966650215105
"chr16_88533874_88534741","chr16_88437095_88437996",0
"chr16_88533874_88534741","chr16_88442740_88443643",-0.024871626909495
"chr16_88533874_88534741","chr16_88448256_88448994",0.017626697449204
"chr16_88533874_88534741","chr16_88452604_88453487",-0.075884252169765
"chr16_88533874_88534741","chr16_88455894_88456643",-0.108046702682971
"chr16_88533874_88534741","chr16_88458232_88459068",-0.145658097946207
"chr16_88533874_88534741","chr16_88461619_88462477",-0.107314934625395
"chr16_88533874_88534741","chr16_88468282_88469205",-0.121068165058309
